1	125.39.161.117	304994	龙少	397	2015-09-20 19:24:04	2015-09-20 19:30:42	5
1	175.174.96.85	3670796	吱吱	358	2015-09-20 19:27:00	2015-09-20 19:32:59	5
1	27.16.139.188	qq6732710	疯狂的熊猫	2311	2015-09-20 18:55:17	2015-09-20 19:33:49	5
1	221.216.119.144	guojin	小郭	1005	2015-09-20 19:19:47	2015-09-20 19:36:32	5
1	183.131.105.248	q123	黑寡妇	557	2015-09-20 19:28:26	2015-09-20 19:37:44	5
1	175.174.96.85	8516123	刚子	587	2015-09-20 19:28:09	2015-09-20 19:37:57	5
1	123.119.62.81	hahaying	鹰哥	3456	2015-09-20 18:41:19	2015-09-20 19:38:55	5
1	123.55.203.67	8267001	主宰啊	1296	2015-09-20 19:17:37	2015-09-20 19:39:14	5
1	218.25.40.238	wzx10000	啊啊我我啊我	542	2015-09-20 19:30:14	2015-09-20 19:39:17	5
1	125.39.161.117	304994	龙少	472	2015-09-20 19:31:53	2015-09-20 19:39:45	5
1	101.69.179.132	mwwwwwwwww	青衫水墨	1918	2015-09-20 19:07:50	2015-09-20 19:39:49	5
