1	112.233.65.45	661314	二二	3871	2015-09-21 11:56:03	2015-09-21 13:00:34	5
1	27.213.233.63	6786	一日二天	4083	2015-09-21 11:53:16	2015-09-21 13:01:19	5
1	27.16.139.188	qq6732710	疯狂的熊猫	13709	2015-09-21 09:13:40	2015-09-21 13:02:09	5
1	125.39.161.117	304994	龙少	60776	2015-09-20 19:40:04	2015-09-21 13:02:56	5
1	61.189.39.142	24110125	豆腐干的个	946	2015-09-21 12:48:12	2015-09-21 13:03:59	5
1	114.254.255.191	hahaying	鹰哥	1318	2015-09-21 12:42:26	2015-09-21 13:04:25	5
1	61.189.39.142	741852	自行车吃是的的	870	2015-09-21 12:49:59	2015-09-21 13:04:30	5
1	119.191.143.175	2431737	萌小希	2530	2015-09-21 12:22:21	2015-09-21 13:04:32	5
1	112.233.65.45	661314	二二	364	2015-09-21 13:00:41	2015-09-21 13:06:45	5
1	222.75.235.133	yj01322	非法的	1122	2015-09-21 12:49:47	2015-09-21 13:08:30	5
