1	112.101.124.243	mwwwwwwwww	青衫水墨	128	2015-09-23 22:28:26	2015-09-23 22:30:35	5
1	61.54.31.62	8516123	刚子	400	2015-09-23 22:23:56	2015-09-23 22:30:37	5
1	112.101.124.243	susu8	小伙	1803	2015-09-23 22:00:54	2015-09-23 22:30:57	5
1	127.0.0.1	qq6732710	疯狂的熊猫	2685	2015-09-23 21:46:46	2015-09-23 22:31:31	1
1	61.54.31.62	8516123	刚子	79	2015-09-23 22:30:43	2015-09-23 22:32:03	5
1	114.252.249.20	15821850	台风大魔王	306	2015-09-23 22:27:40	2015-09-23 22:32:47	5
1	127.0.0.1	2431737	萌小希	2765	2015-09-23 21:46:46	2015-09-23 22:32:52	1
1	127.0.0.1	wmmmmmmmmm	手起刀落人抬走	2784	2015-09-23 21:46:48	2015-09-23 22:33:13	1
1	127.0.0.1	guojin01	天天向上	2967	2015-09-23 21:46:47	2015-09-23 22:36:15	1
1	114.252.249.20	guojin01	天天向上	16	2015-09-23 22:36:23	2015-09-23 22:36:39	5
1	61.54.31.62	susu8	小伙	190	2015-09-23 22:33:43	2015-09-23 22:36:54	5
1	114.252.249.20	guojin01	天天向上	40	2015-09-23 22:36:45	2015-09-23 22:37:25	5
1	61.54.31.62	2431737	萌小希	282	2015-09-23 22:33:03	2015-09-23 22:37:45	5
1	222.75.235.133	yj03815	狼之魂	1635	2015-09-23 22:10:54	2015-09-23 22:38:09	5
1	61.54.31.62	2431737	萌小希	83	2015-09-23 22:37:52	2015-09-23 22:39:15	5
1	114.252.249.20	guojin01	天天向上	125	2015-09-23 22:37:32	2015-09-23 22:39:37	5
