1	114.250.112.78	guojin03	小花猫	9736	2015-09-18 12:48:22	2015-09-18 15:30:38	5
1	175.174.96.85	8516123	刚子	236	2015-09-18 15:27:08	2015-09-18 15:31:05	5
1	114.250.112.78	guojin02	中国人	1332	2015-09-18 15:09:47	2015-09-18 15:32:00	5
1	175.174.96.85	mwwwwwwwww	青衫水墨	378	2015-09-18 15:26:26	2015-09-18 15:32:44	5
1	112.101.127.165	susu8	小伙	538	2015-09-18 15:24:12	2015-09-18 15:33:10	5
1	114.250.112.78	guojin03	无限嚣张	290	2015-09-18 15:30:46	2015-09-18 15:35:37	5
1	114.250.112.78	guojin02	无限疯狂	220	2015-09-18 15:32:06	2015-09-18 15:35:46	5
1	114.250.112.78	caoyang	老曹	7084	2015-09-18 13:38:33	2015-09-18 15:36:38	5
1	27.16.139.188	6732710	六块钱的麻辣烫	1216	2015-09-18 15:17:09	2015-09-18 15:37:25	5
1	61.163.124.17	8267001	主宰	2947	2015-09-18 14:49:26	2015-09-18 15:38:34	5
