1	0	0	15	D401	44	71	僵尸3	治愈术	6693684	0	0	2017-11-21 16:40:08
1	0	0	15	D401	44	71	僵尸3	灵魂火符	6693683	0	0	2017-11-21 16:40:08
1	0	0	15	D401	44	71	僵尸3	火墙	6693682	0	0	2017-11-21 16:40:08
1	0	0	11	D401	39	65	酷游戏站长测试	疗伤药	6693587	1	0	2017-11-21 16:40:20
1	0	0	15	D401	39	64	僵尸3	火墙	6693686	0	0	2017-11-21 16:40:20
1	0	0	15	D401	39	64	僵尸3	疾光电影	6693685	0	0	2017-11-21 16:40:20
1	0	0	11	D401	39	65	酷游戏站长测试	攻杀剑术	6642865	1	0	2017-11-21 16:40:32
1	0	0	15	D401	42	58	僵尸2	基本剑术	6693729	0	0	2017-11-21 16:40:44
1	0	0	15	D401	42	58	僵尸2	幽灵盾	6693728	0	0	2017-11-21 16:40:44
1	0	0	15	D401	42	58	僵尸2	火墙	6693727	0	0	2017-11-21 16:40:44
1	0	0	4	D401	41	58	酷游戏站长测试	金币	630	1	0	2017-11-21 16:40:50
1	0	0	15	D401	36	55	僵尸3	幽灵盾	6693730	0	0	2017-11-21 16:40:50
1	0	0	4	D401	42	52	酷游戏站长测试	金币	612	1	0	2017-11-21 16:41:02
1	0	0	11	D401	45	49	酷游戏站长测试	疗伤药	6693586	1	0	2017-11-21 16:41:08
1	0	0	15	D401	44	48	僵尸2	疾光电影	6693731	0	0	2017-11-21 16:41:26
1	0	0	15	D401	46	48	僵尸2	火墙	6693732	0	0	2017-11-21 16:41:32
1	0	0	4	D401	47	47	酷游戏站长测试	金币	671	1	0	2017-11-21 16:41:38
1	0	0	15	D401	49	46	僵尸2	精神力战法	6693774	0	0	2017-11-21 16:41:38
1	0	0	15	D401	49	46	僵尸2	隐身术	6693773	0	0	2017-11-21 16:41:38
1	0	0	15	D401	51	50	僵尸3	疾光电影	6693775	0	0	2017-11-21 16:41:44
1	0	0	11	D401	51	49	酷游戏站长测试	疗伤药	6693585	1	0	2017-11-21 16:41:50
1	0	0	15	D401	52	49	僵尸3	刺杀剑术	6693776	0	0	2017-11-21 16:41:50
1	0	0	15	D401	52	50	僵尸3	召唤骷髅	6693778	0	0	2017-11-21 16:41:56
1	0	0	15	D401	52	50	僵尸3	疾光电影	6693777	0	0	2017-11-21 16:41:56
1	0	0	15	D401	48	38	僵尸2	疾光电影	6693779	0	0	2017-11-21 16:42:08
1	0	0	15	D401	47	38	僵尸2	治愈术	6693781	0	0	2017-11-21 16:42:17
1	0	0	15	D401	47	38	僵尸2	刺杀剑术	6693780	0	0	2017-11-21 16:42:17
1	0	0	4	D401	48	37	酷游戏站长测试	金币	524	1	0	2017-11-21 16:42:20
1	0	0	15	D401	48	39	僵尸2	地狱火	6693784	0	0	2017-11-21 16:42:23
1	0	0	15	D401	48	39	僵尸2	大火球	6693783	0	0	2017-11-21 16:42:23
1	0	0	15	D401	48	39	僵尸2	火墙	6693782	0	0	2017-11-21 16:42:23
1	0	0	15	D401	47	37	僵尸3	火球术	6693786	0	0	2017-11-21 16:42:29
1	0	0	15	D401	47	37	僵尸3	精神力战法	6693785	0	0	2017-11-21 16:42:29
1	0	0	15	D401	45	37	僵尸3	爆裂火焰	6693827	0	0	2017-11-21 16:42:35
1	0	0	15	D401	48	36	僵尸3	集体隐身术	6693829	0	0	2017-11-21 16:42:47
1	0	0	15	D401	48	36	僵尸3	金创药(中量)	6693828	0	0	2017-11-21 16:42:47
1	0	0	15	D401	47	36	僵尸3	心灵启示	6693830	0	0	2017-11-21 16:42:50
1	0	0	4	D401	45	35	酷游戏站长测试	金币	523	1	0	2017-11-21 16:42:50
1	0	0	15	0	338	266	稻草人	金创药(小量)	6693831	0	0	2017-11-21 16:42:53
1	0	0	9	0159	5	14	酷游戏站长测试	修罗	6624395	1	铁匠铺老板	2017-11-21 16:43:44
1	0	0	9	0159	5	14	酷游戏站长测试	斩马刀	6624318	1	铁匠铺老板	2017-11-21 16:44:02
1	0	0	15	0	332	266	稻草人	铁手镯	6693997	0	0	2017-11-21 16:46:41
1	0	0	15	0	335	266	稻草人	古铜戒指	6693998	0	0	2017-11-21 16:47:14
1	0	0	23	0	0	0	autosave	金币	5500	1	0	2017-11-21 16:48:50
1	0	0	9	0149	13	15	酷游戏站长测试	死神手套	6624164	1	盟重手镯店	2017-11-21 16:48:50
1	0	0	9	0149	13	15	酷游戏站长测试	死神手套	6624163	1	盟重手镯店	2017-11-21 16:48:50
1	0	0	9	0149	13	15	酷游戏站长测试	坚固手套	6624155	1	盟重手镯店	2017-11-21 16:48:59
1	0	0	9	0149	13	15	酷游戏站长测试	坚固手套	6624154	1	盟重手镯店	2017-11-21 16:48:59
1	0	0	9	0149	15	17	酷游戏站长测试	重盔甲(男)	6630615	1	张家布衣老板	2017-11-21 16:49:08
1	0	0	9	0149	15	17	酷游戏站长测试	青铜头盔	6630724	1	张家布衣老板	2017-11-21 16:49:14
